OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName,activity_date,year,month,location_order,location_name
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4205,Sample-Routine,Water,NA,9/25/2023,9:55:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999326320,NA,NA,Iron,Total Recoverable,0.091,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T15:03:05Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3175,Sample-Routine,Water,NA,8/7/2023,10:14:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999328114,Not Detected,NA,Selenium,Total Recoverable,NA,NA,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,NA,https://www.nemi.gov/methods/method_summary/4665/,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NDHDWQ_WQX/activities/21NDHDWQ_WQX-23-R3175/results/999328114/resdetectqntlmts,Lower Quantitation Limit,5,ug/L,NA,2024-01-11T15:03:41Z,STORET,8/7/2023,2023,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4205,Sample-Routine,Water,NA,9/25/2023,9:55:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999326338,NA,NA,Sodium,Total Recoverable,224,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T15:03:05Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3932,Sample-Routine,Water,NA,9/12/2023,9:24:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999311998,NA,NA,Sodium,Total Recoverable,211,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:58:00Z,STORET,9/12/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4204,Sample-Routine,Water,NA,9/25/2023,9:38:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999311269,NA,NA,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,3.84,None,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:57:49Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4204,Sample-Routine,Water,NA,9/25/2023,9:38:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999311254,NA,NA,pH,Total,8.67,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",NA,https://www.nemi.gov/methods/method_summary/4707/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:57:49Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2712,Sample-Routine,Water,NA,7/18/2023,10:12:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999297936,NA,NA,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.48,None,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:37Z,STORET,7/18/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4204,Sample-Routine,Water,NA,9/25/2023,9:38:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999311286,NA,NA,Sulfate,Dissolved,550,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-SO4(B),APHA,4500 SO4 B  ~ Sulfate in Water by Ion Chromatography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:57:49Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3511,Sample-Routine,Water,NA,8/21/2023,9:41:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999297321,NA,NA,Chloride,Dissolved,54.9,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-CL-(F),APHA,4500 CL F  ~ Chloride in Water by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/9722/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:24Z,STORET,8/21/2023,2023,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2765,Sample-Routine,Water,NA,7/18/2023,10:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-385169,Sheyenne River In Lisbon ND,NA,NA,NA,NA,46.433145,-97.67885,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-1003922837,NA,NA,Cations-Anions,Total,4.42,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-04T09:45:23Z,STORET,7/18/2023,2023,7,21NDHDWQ_WQX-385169,Sheyenne River In Lisbon ND
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2712,Sample-Routine,Water,NA,7/18/2023,10:12:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999297965,NA,as Ca,Calcium,Total Recoverable,79.1,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:37Z,STORET,7/18/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2712,Sample-Routine,Water,NA,7/18/2023,10:12:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999297963,NA,NA,"Hardness, carbonate",Total,429,mg/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340B,APHA,2340 B ~ Hardness by Calculation,NA,https://www.nemi.gov/methods/method_summary/4679/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:37Z,STORET,7/18/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2425,Sample-Routine,Water,NA,7/6/2023,10:40:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999304648,NA,NA,Sum of cations,Total,12.82,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:55:40Z,STORET,7/6/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2425,Sample-Routine,Water,NA,7/6/2023,10:40:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999304635,NA,NA,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.25,None,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:55:40Z,STORET,7/6/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3933,Sample-Routine,Water,NA,9/12/2023,9:39:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999309374,NA,NA,"Alkalinity, total",Total,344,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:57:07Z,STORET,9/12/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2712,Sample-Routine,Water,NA,7/18/2023,10:12:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999297956,NA,NA,Bicarbonate,Total,334,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:37Z,STORET,7/18/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4205,Sample-Routine,Water,NA,9/25/2023,9:55:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999326341,Not Detected,NA,Selenium,Total Recoverable,NA,NA,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,NA,https://www.nemi.gov/methods/method_summary/4665/,NA,NA,NA,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NDHDWQ_WQX/activities/21NDHDWQ_WQX-23-R4205/results/999326341/resdetectqntlmts,Lower Quantitation Limit,5,ug/L,NA,2024-01-11T15:03:05Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R2425,Sample-Routine,Water,NA,7/6/2023,10:40:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999304673,NA,as Ca,Calcium,Total Recoverable,74,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:55:40Z,STORET,7/6/2023,2023,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3174,Sample-Routine,Water,NA,8/7/2023,10:00:00,CST,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999299111,NA,NA,Iron,Total Recoverable,0.103,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:56Z,STORET,8/7/2023,2023,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4205,Sample-Routine,Water,NA,9/25/2023,9:55:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999326328,NA,NA,Sodium,Total Recoverable,43.7,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T15:03:05Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3175,Sample-Routine,Water,NA,8/7/2023,10:14:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999328082,NA,NA,Cations-Anions,Total,1.363,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T15:03:41Z,STORET,8/7/2023,2023,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R3510F,Field Msr/Obs,Water,NA,8/21/2023,9:25:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-999298050,NA,NA,pH,NA,8.86,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T14:53:38Z,STORET,8/21/2023,2023,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R4205,Sample-Routine,Water,NA,9/25/2023,9:55:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-999326349,NA,NA,Sum of cations,Total,22.27,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-11T15:03:05Z,STORET,9/25/2023,2023,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-23-R0099,Sample-Routine,Water,NA,2/14/2023,12:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-385169,Sheyenne River In Lisbon ND,NA,NA,NA,NA,46.433145,-97.67885,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-1003924894,NA,NA,Sodium,Total Recoverable,45.7,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-04T09:45:53Z,STORET,2/14/2023,2023,2,21NDHDWQ_WQX-385169,Sheyenne River In Lisbon ND
